Statement,Header,Field Name,Field Value
Statement,Data,BrokerName,Interactive Brokers Ireland Limited
Statement,Data,BrokerAddress,
Statement,Data,Title,Activity Statement
Statement,Data,Period,"July 15, 2025 - January 9, 2026"
Statement,Data,WhenGenerated,"2026-01-11, 12:07:15 EST"
Account Information,Header,Field Name,Field Value
Account Information,Data,Name,Stichting Legal Owner Keheilan Fund
Account Information,Data,Account,DUK415187
Account Information,Data,Account Type,Individual
Account Information,Data,Customer Type,Partnership
Account Information,Data,Account Capabilities,Margin
Account Information,Data,Base Currency,USD
Net Asset Value,Header,Asset Class,Prior Total,Current Long,Current Short,Current Total,Change
Trades,SubTotal,,Stocks,USD,CORT,,39,,,-3354,-1,3355,0,4.095,
Trades,Data,Order,Stocks,USD,COST,"2025-12-05, 09:30:17",1,898,894.68,-898,-1,899,0,-3.32,O
Trades,SubTotal,,Stocks,USD,COST,,1,,,-898,-1,899,0,-3.32,
Trades,Data,Order,Stocks,USD,CRM,"2025-12-05, 09:30:36",6,253.16,260.57,-1518.96,-1,1519.96,0,44.46,O
Trades,SubTotal,,Stocks,USD,CRM,,6,,,-1518.96,-1,1519.96,0,44.46,
Trades,Data,Order,Stocks,USD,CSCO,"2025-12-05, 09:30:27",2,77.63,77.97,-155.26,-1,156.26,0,0.68,O
Trades,SubTotal,,Stocks,USD,CSCO,,2,,,-155.26,-1,156.26,0,0.68,
Trades,Data,Order,Stocks,USD,CVX,"2025-12-05, 09:30:51",26,152.02,150,-3952.52,-1,3953.52,0,-52.52,O
Trades,SubTotal,,Stocks,USD,CVX,,26,,,-3952.52,-1,3953.52,0,-52.52,
Trades,Data,Order,Stocks,USD,DE,"2025-12-05, 09:30:21",14,482.5,475.11,-6755,-1,6756,0,-103.46,O
Trades,SubTotal,,Stocks,USD,DE,,14,,,-6755,-1,6756,0,-103.46,
Trades,Data,Order,Stocks,USD,DHR,"2025-12-05, 09:30:31",-1,226.07,226.25,226.07,-1.000166,-185.783368,39.286466,-0.18,C
Trades,SubTotal,,Stocks,USD,DHR,,-1,,,226.07,-1.000166,-185.783368,39.286466,-0.18,
Trades,Data,Order,Stocks,USD,DXCM,"2025-12-05, 09:30:27",40,65.48,65.49,-2619.2,-1,2620.2,0,0.4,O
Trades,SubTotal,,Stocks,USD,DXCM,,40,,,-2619.2,-1,2620.2,0,0.4,
Trades,Data,Order,Stocks,USD,ETN,"2025-12-05, 09:30:25",29,339.98,337.66,-9859.42,-1,9860.42,0,-67.28,O
Trades,SubTotal,,Stocks,USD,ETN,,29,,,-9859.42,-1,9860.42,0,-67.28,
Trades,Data,Order,Stocks,USD,FCX,"2025-12-05, 09:31:27",25,45.71,45.2,-1142.75,-1,1143.75,0,-12.75,O
Trades,SubTotal,,Stocks,USD,FCX,,25,,,-1142.75,-1,1143.75,0,-12.75,
Trades,Data,Order,Stocks,USD,GEV,"2025-12-05, 09:30:04",15,632.44,631.32,-9486.6,-1,9487.6,0,-16.8,O
Trades,SubTotal,,Stocks,USD,GEV,,15,,,-9486.6,-1,9487.6,0,-16.8,
Trades,Data,Order,Stocks,USD,GILD,"2025-12-05, 09:30:19",1,122.51,121.22,-122.51,-1,123.51,0,-1.29,O
Trades,SubTotal,,Stocks,USD,GILD,,1,,,-122.51,-1,123.51,0,-1.29,
Trades,Data,Order,Stocks,USD,GOOG,"2025-12-05, 09:30:12",-102,321.24,322.09,32766.48,-1.016932,-15652.123797,17113.339271,-86.7,C;P
Trades,SubTotal,,Stocks,USD,GOOG,,-102,,,32766.48,-1.016932,-15652.123797,17113.339271,-86.7,
Trades,Data,Order,Stocks,USD,HD,"2025-12-05, 09:30:16",6,351,354.61,-2106,-1,2107,0,21.66,O
Trades,SubTotal,,Stocks,USD,HD,,6,,,-2106,-1,2107,0,21.66,
Trades,Data,Order,Stocks,USD,HON,"2025-12-05, 09:30:21",10,192.31,191.33,-1923.1,-1,1924.1,0,-9.8,O
Trades,SubTotal,,Stocks,USD,HON,,10,,,-1923.1,-1,1924.1,0,-9.8,
Trades,Data,Order,Stocks,USD,IBM,"2025-12-05, 09:30:26",4,309,307.94,-1236,-1,1237,0,-4.24,O
Trades,SubTotal,,Stocks,USD,IBM,,4,,,-1236,-1,1237,0,-4.24,
Trades,Data,Order,Stocks,USD,IFNNY,"2025-12-05, 09:30:06",153,43.44,43.77,-6646.32,-1,6647.32,0,50.49,O
Trades,SubTotal,,Stocks,USD,IFNNY,,153,,,-6646.32,-1,6647.32,0,50.49,
Trades,Data,Order,Stocks,USD,INTU,"2025-12-05, 09:30:11",11,667,673.63,-7337,-1,7338,0,72.93,O
Trades,SubTotal,,Stocks,USD,INTU,,11,,,-7337,-1,7338,0,72.93,
Trades,Data,Order,Stocks,USD,ISRG,"2025-12-05, 09:30:09",2,571.98,575.34,-1143.96,-1,1144.96,0,6.72,O
Trades,SubTotal,,Stocks,USD,ISRG,,2,,,-1143.96,-1,1144.96,0,6.72,
Trades,Data,Order,Stocks,USD,JNJ,"2025-12-05, 09:30:17",-2,202.96,201.93,405.92,-1.000332,-306.191342,98.728326,2.06,C
Trades,SubTotal,,Stocks,USD,JNJ,,-2,,,405.92,-1.000332,-306.191342,98.728326,2.06,
Trades,Data,Order,Stocks,USD,KLAC,"2025-12-05, 09:30:11",5,1225,1214.46,-6125,-1,6126,0,-52.7,O
Trades,SubTotal,,Stocks,USD,KLAC,,5,,,-6125,-1,6126,0,-52.7,
Trades,Data,Order,Stocks,USD,KO,"2025-12-05, 09:30:32",161,70.37,70,-11329.57,-1,11330.57,0,-59.57,O;P
Trades,SubTotal,,Stocks,USD,KO,,161,,,-11329.57,-1,11330.57,0,-59.57,
Trades,Data,Order,Stocks,USD,LIN,"2025-12-05, 09:30:32",7,404.11,399.57,-2828.77,-1,2829.77,0,-31.78,O
Trades,SubTotal,,Stocks,USD,LIN,,7,,,-2828.77,-1,2829.77,0,-31.78,
Trades,Data,Order,Stocks,USD,LLY,"2025-12-05, 09:30:08",-18,1022.03,1010.31,18396.54,-1.002988,-13916.613256,4478.923756,210.96,C
Trades,SubTotal,,Stocks,USD,LLY,,-18,,,18396.54,-1.002988,-13916.613256,4478.923756,210.96,
Trades,Data,Order,Stocks,USD,LOW,"2025-12-05, 09:30:11",2,246.96,248.47,-493.92,-1,494.92,0,3.02,O
Trades,SubTotal,,Stocks,USD,LOW,,2,,,-493.92,-1,494.92,0,3.02,
Trades,Data,Order,Stocks,USD,LRCX,"2025-12-05, 09:30:02",44,158.92,158.7,-6992.48,-1,6993.48,0,-9.68,O
Trades,SubTotal,,Stocks,USD,LRCX,,44,,,-6992.48,-1,6993.48,0,-9.68,
Trades,Data,Order,Stocks,USD,MCHP,"2025-12-05, 09:30:16",51,66.2,65.81,-3376.2,-1,3377.2,0,-19.89,O
Trades,SubTotal,,Stocks,USD,MCHP,,51,,,-3376.2,-1,3377.2,0,-19.89,
Trades,Data,Order,Stocks,USD,MDT,"2025-12-05, 09:30:16",64,102.43,101.36,-6555.52,-1,6556.52,0,-68.48,O
Trades,SubTotal,,Stocks,USD,MDT,,64,,,-6555.52,-1,6556.52,0,-68.48,
Trades,Data,Order,Stocks,USD,META,"2025-12-05, 09:30:21",1,664.6,673.42,-664.6,-1,665.6,0,8.82,O
Trades,SubTotal,,Stocks,USD,META,,1,,,-664.6,-1,665.6,0,8.82,
Trades,Data,Order,Stocks,USD,MPNGY,"2025-12-05, 09:30:04",-91,25.35,25.43,2306.85,-1.015106,-2786.240024,-480.405131,-7.28,C
Trades,SubTotal,,Stocks,USD,MPNGY,,-91,,,2306.85,-1.015106,-2786.240024,-480.405131,-7.28,
Trades,Data,Order,Stocks,USD,MRK,"2025-12-05, 09:30:42",-16,101.68,99.72,1626.88,-1.002656,-1330.565508,295.311836,31.36,C
Trades,SubTotal,,Stocks,USD,MRK,,-16,,,1626.88,-1.002656,-1330.565508,295.311836,31.36,
Trades,Data,Order,Stocks,USD,MRVL,"2025-12-05, 09:30:18",134,100.87,98.91,-13516.58,-1,13517.58,0,-262.64,O;P
Trades,SubTotal,,Stocks,USD,MRVL,,134,,,-13516.58,-1,13517.58,0,-262.64,
Trades,Data,Order,Stocks,USD,MSFT,"2025-12-05, 09:30:16",18,481.49,483.16,-8666.82,-1,8667.82,0,30.06,O
Trades,SubTotal,,Stocks,USD,MSFT,,18,,,-8666.82,-1,8667.82,0,30.06,
Trades,Data,Order,Stocks,USD,MU,"2025-12-05, 09:30:17",53,230.23,237.22,-12202.19,-1,12203.19,0,370.47,O
Trades,SubTotal,,Stocks,USD,MU,,53,,,-12202.19,-1,12203.19,0,370.47,
Trades,Data,Order,Stocks,USD,NBIX,"2025-12-05, 09:30:37",42,154.74,155.51,-6499.08,-1,6500.08,0,32.34,O
Trades,SubTotal,,Stocks,USD,NBIX,,42,,,-6499.08,-1,6500.08,0,32.34,
Trades,Data,Order,Stocks,USD,NEE,"2025-12-05, 09:30:32",95,83.75,83.13,-7956.25,-1,7957.25,0,-58.9,O
Trades,SubTotal,,Stocks,USD,NEE,,95,,,-7956.25,-1,7957.25,0,-58.9,
Trades,Data,Order,Stocks,USD,NSC,"2025-12-05, 09:30:23",22,296,294.19,-6512,-1,6513,0,-39.82,O
Trades,SubTotal,,Stocks,USD,NSC,,22,,,-6512,-1,6513,0,-39.82,
Trades,Data,Order,Stocks,USD,NVDA,"2025-12-05, 09:30:06",-75,183.98,182.41,13798.5,-1.01245,-7817.737625,5979.749925,117.75,C
Trades,SubTotal,,Stocks,USD,NVDA,,-75,,,13798.5,-1.01245,-7817.737625,5979.749925,117.75,
Trades,Data,Order,Stocks,USD,NVO,"2025-12-05, 09:30:54",52,49.05,47.86,-2550.6,-1,2551.6,0,-61.88,O
Trades,SubTotal,,Stocks,USD,NVO,,52,,,-2550.6,-1,2551.6,0,-61.88,
Trades,Data,Order,Stocks,USD,NVS,"2025-12-05, 09:30:17",-12,133.89,132.16,1606.68,-1.001992,-1263.06237,342.615638,20.76,C
Trades,SubTotal,,Stocks,USD,NVS,,-12,,,1606.68,-1.001992,-1263.06237,342.615638,20.76,
Trades,Data,Order,Stocks,USD,NXPI,"2025-12-05, 09:30:24",14,229,227.95,-3206,-1,3207,0,-14.7,O
Trades,SubTotal,,Stocks,USD,NXPI,,14,,,-3206,-1,3207,0,-14.7,
Trades,Data,Order,Stocks,USD,ORCL,"2025-12-05, 09:31:32",-8,218.87,217.58,1750.96,-1.001328,-1059.295606,690.663066,10.32,C
Trades,SubTotal,,Stocks,USD,ORCL,,-8,,,1750.96,-1.001328,-1059.295606,690.663066,10.32,
Trades,Data,Order,Stocks,USD,PANW,"2025-12-05, 09:30:28",-20,195.11,198.84,3902.2,-1.00332,-4030.339423,-129.142743,-74.6,C
Trades,SubTotal,,Stocks,USD,PANW,,-20,,,3902.2,-1.00332,-4030.339423,-129.142743,-74.6,
Trades,Data,Order,Stocks,USD,PDD,"2025-12-05, 09:30:18",68,118.32,117.62,-8045.76,-1,8046.76,0,-47.6,O
Trades,SubTotal,,Stocks,USD,PDD,,68,,,-8045.76,-1,8046.76,0,-47.6,
Trades,Data,Order,Stocks,USD,PEP,"2025-12-05, 09:30:11",53,145.63,145.02,-7718.39,-1,7719.39,0,-32.33,O
Trades,SubTotal,,Stocks,USD,PEP,,53,,,-7718.39,-1,7719.39,0,-32.33,
Trades,Data,Order,Stocks,USD,PFE,"2025-12-05, 09:33:37",514,25.74,26.03,-13230.36,-2.57,13232.93,0,149.06,O;P
Trades,SubTotal,,Stocks,USD,PFE,,514,,,-13230.36,-2.57,13232.93,0,149.06,
Trades,Data,Order,Stocks,USD,PG,"2025-12-05, 09:30:40",8,145.31,143.45,-1162.48,-1,1163.48,0,-14.88,O
Trades,SubTotal,,Stocks,USD,PG,,8,,,-1162.48,-1,1163.48,0,-14.88,
Trades,Data,Order,Stocks,USD,PLTR,"2025-12-05, 09:30:24",-69,178.41,181.76,12310.29,-1.011454,-7902.256324,4407.022222,-231.15,C
Trades,SubTotal,,Stocks,USD,PLTR,,-69,,,12310.29,-1.011454,-7902.256324,4407.022222,-231.15,
Trades,Data,Order,Stocks,USD,PPG,"2025-12-05, 09:30:19",65,101.33,101.03,-6586.45,-1,6587.45,0,-19.5,O
Trades,SubTotal,,Stocks,USD,PPG,,65,,,-6586.45,-1,6587.45,0,-19.5,
Trades,Data,Order,Stocks,USD,QCOM,"2025-12-05, 09:30:13",76,175.05,174.81,-13303.8,-1,13304.8,0,-18.24,O
Trades,SubTotal,,Stocks,USD,QCOM,,76,,,-13303.8,-1,13304.8,0,-18.24,
Trades,Data,Order,Stocks,USD,ROIV,"2025-12-05, 09:30:11",155,21.32,20.97,-3304.6,-1,3305.6,0,-54.25,O
Trades,SubTotal,,Stocks,USD,ROIV,,155,,,-3304.6,-1,3305.6,0,-54.25,
Trades,Data,Order,Stocks,USD,ROST,"2025-12-05, 09:30:15",14,177.53,177.87,-2485.42,-1,2486.42,0,4.76,O
Trades,SubTotal,,Stocks,USD,ROST,,14,,,-2485.42,-1,2486.42,0,4.76,
Trades,Data,Order,Stocks,USD,RTX,"2025-12-05, 09:30:19",45,171.65,171.1,-7724.25,-1,7725.25,0,-24.75,O
Trades,SubTotal,,Stocks,USD,RTX,,45,,,-7724.25,-1,7725.25,0,-24.75,
Trades,Data,Order,Stocks,USD,SAP,"2025-12-05, 09:30:25",34,246.84,247.26,-8392.56,-1,8393.56,0,14.28,O
Trades,SubTotal,,Stocks,USD,SAP,,34,,,-8392.56,-1,8393.56,0,14.28,
Trades,Data,Order,Stocks,USD,SE,"2025-12-05, 09:30:26",48,135.38,133.99,-6498.24,-1,6499.24,0,-66.72,O
Trades,SubTotal,,Stocks,USD,SE,,48,,,-6498.24,-1,6499.24,0,-66.72,
Trades,Data,Order,Stocks,USD,SLB,"2025-12-05, 09:30:03",30,38.26,38.46,-1147.8,-1,1148.8,0,6,O
Trades,SubTotal,,Stocks,USD,SLB,,30,,,-1147.8,-1,1148.8,0,6,
Trades,Data,Order,Stocks,USD,SNY,"2025-12-05, 09:30:03",189,49.72,49.53,-9397.08,-1,9398.08,0,-35.91,O;P
Trades,SubTotal,,Stocks,USD,SNY,,189,,,-9397.08,-1,9398.08,0,-35.91,
Trades,Data,Order,Stocks,USD,SPGI,"2025-12-05, 09:30:20",17,496.97,498.52,-8448.49,-1,8449.49,0,26.35,O
Trades,SubTotal,,Stocks,USD,SPGI,,17,,,-8448.49,-1,8449.49,0,26.35,
Trades,Data,Order,Stocks,USD,SYK,"2025-12-05, 09:30:19",17,368.4,364.02,-6262.8,-1,6263.8,0,-74.46,O
Trades,SubTotal,,Stocks,USD,SYK,,17,,,-6262.8,-1,6263.8,0,-74.46,
Trades,Data,Order,Stocks,USD,TER,"2025-12-05, 09:30:28",33,201.47,200.77,-6648.51,-1,6649.51,0,-23.1,O
Trades,SubTotal,,Stocks,USD,TER,,33,,,-6648.51,-1,6649.51,0,-23.1,
Trades,Data,Order,Stocks,USD,TJX,"2025-12-05, 09:30:18",-6,150.29,153.28,901.74,-1.000996,-732.06787,168.671134,-17.94,C
Trades,SubTotal,,Stocks,USD,TJX,,-6,,,901.74,-1.000996,-732.06787,168.671134,-17.94,
Trades,Data,Order,Stocks,USD,TMO,"2025-12-05, 09:30:31",-3,576,572.77,1728,-1.000498,-1364.690138,362.309364,9.69,C
Trades,SubTotal,,Stocks,USD,TMO,,-3,,,1728,-1.000498,-1364.690138,362.309364,9.69,
Trades,Data,Order,Stocks,USD,TMUS,"2025-12-05, 09:30:16",47,208.73,209.63,-9810.31,-1,9811.31,0,42.3,O
Trades,SubTotal,,Stocks,USD,TMUS,,47,,,-9810.31,-1,9811.31,0,42.3,
Trades,Data,Order,Stocks,USD,TSLA,"2025-12-05, 09:30:21",32,454.76,455,-14552.32,-1,14553.32,0,7.68,O
Trades,SubTotal,,Stocks,USD,TSLA,,32,,,-14552.32,-1,14553.32,0,7.68,
Trades,Data,Order,Stocks,USD,TSM,"2025-12-05, 09:30:02",5,296.15,294.72,-1480.75,-1,1481.75,0,-7.15,O
Trades,SubTotal,,Stocks,USD,TSM,,5,,,-1480.75,-1,1481.75,0,-7.15,
Trades,Data,Order,Stocks,USD,TTD,"2025-12-05, 09:30:06",155,39.750645161,40.05,-6161.35,-1,6162.35,0,46.4,O;P
Trades,SubTotal,,Stocks,USD,TTD,,155,,,-6161.35,-1,6162.35,0,46.4,
Trades,Data,Order,Stocks,USD,TXN,"2025-12-05, 09:30:07",9,181.03,182.54,-1629.27,-1,1630.27,0,13.59,O
Trades,SubTotal,,Stocks,USD,TXN,,9,,,-1629.27,-1,1630.27,0,13.59,
Trades,Data,Order,Stocks,USD,UNH,"2025-12-05, 09:30:03",30,335,330.91,-10050,-1,10051,0,-122.7,O
Trades,SubTotal,,Stocks,USD,UNH,,30,,,-10050,-1,10051,0,-122.7,
Trades,Data,Order,Stocks,USD,VZ,"2025-12-05, 09:30:23",211,41.29,41.69,-8712.19,-1.055,8713.245,0,84.4,O;P
Trades,SubTotal,,Stocks,USD,VZ,,211,,,-8712.19,-1.055,8713.245,0,84.4,
Trades,Data,Order,Stocks,USD,WMT,"2025-12-05, 09:30:25",-85,114.91,115.11,9767.35,-1.01411,-7322.752975,2443.582915,-17,C
Trades,SubTotal,,Stocks,USD,WMT,,-85,,,9767.35,-1.01411,-7322.752975,2443.582915,-17,
Trades,Data,Order,Stocks,USD,XIACY,"2025-12-05, 09:30:02",290,27.5,27.33,-7975,-1.45,7976.45,0,-49.3,O
Trades,SubTotal,,Stocks,USD,XIACY,,290,,,-7975,-1.45,7976.45,0,-49.3,
Trades,Data,Order,Stocks,USD,XOM,"2025-12-05, 09:31:55",8,117,116.54,-936,-1,937,0,-3.68,O
Trades,SubTotal,,Stocks,USD,XOM,,8,,,-936,-1,937,0,-3.68,
Trades,Data,Order,Stocks,USD,XYL,"2025-12-05, 09:30:30",46,141.31,139.01,-6500.26,-1,6501.26,0,-105.8,O
Trades,SubTotal,,Stocks,USD,XYL,,46,,,-6500.26,-1,6501.26,0,-105.8,
Trades,Total,,Stocks,USD,,,,,,-389483.82,-100.63292,441633.339052,52048.886131,-1936.795, 
Corporate Actions,Header,Asset Category,Currency,Report Date,Date/Time,Description,Quantity,Proceeds,Value,Realized P/L,Code
Corporate Actions,Data,Stocks,USD,2025-07-30,"2025-07-29, 20:25:00","BYDDY(US05606L1008) Split 6 for 1 (BYDDY, BYD CO LTD-UNSPONSORED ADR, US05606L1008)",580,0,0,0,
Corporate Actions,Data,Stocks,USD,2025-10-30,"2025-10-29, 20:25:00","HON(US4385161066) Spinoff  1 for 4 (SOLS, SOLSTICE ADVANCED MATERI-W/I, US83443Q1031)",6,0,0,0,
Corporate Actions,Data,Stocks,USD,2025-11-03,"2025-10-31, 20:25:00","DD(US26614N1028) Spinoff  1 for 2 (Q, DUPONT DE NEMOURS INC - Spinoff, US74743L1008)",28,0,0,0,
Corporate Actions,Data,Stocks,USD,2025-12-18,"2025-12-17, 20:25:00","NOW(US81762P1021) Split 5 for 1 (NOW, SERVICENOW INC, US81762P1021)",24,0,0,0,
Corporate Actions,Data,Stocks,USD,2026-01-05,"2026-01-02, 20:25:00","CMCSA(US20030N1019) Spinoff  1 for 25 (VSNT, VERSANT MEDIA GROUP INC-WI, US9252831030)",11.64,0,0,0,
Corporate Actions,Data,Total,,,,,,0,0,0,
Dividends,Header,Currency,Date,Description,Amount
Dividends,Data,USD,2025-07-15,ABBV(US00287Y1091) Payment in Lieu of Dividend (Ordinary Dividend),83.64
Dividends,Data,USD,2025-07-15,ABT(US0028241000) Payment in Lieu of Dividend (Ordinary Dividend),35.99
Dividends,Data,USD,2025-07-15,FCX(US35671D8570) Payment in Lieu of Dividend (Ordinary Dividend),13.95
Dividends,Data,USD,2025-07-17,EOG(US26875P1012) Payment in Lieu of Dividend (Ordinary Dividend),60.45
Dividends,Data,USD,2025-07-18,CL(US1941621039) Payment in Lieu of Dividend (Ordinary Dividend),25.48
Dividends,Data,USD,2025-07-18,PG(US7427181091) Payment in Lieu of Dividend (Ordinary Dividend),73.98
Dividends,Data,USD,2025-07-18,ZTS(US98978V1035) Payment in Lieu of Dividend (Ordinary Dividend),16
Dividends,Data,USD,2025-07-23,LOW(US5486611073) Payment in Lieu of Dividend (Ordinary Dividend),30
Dividends,Data,USD,2025-07-25,SPSK(US8863647025) Payment in Lieu of Dividend (Ordinary Dividend),165.38
Dividends,Data,USD,2025-07-29,ASML(USN070592100) Payment in Lieu of Dividend (Ordinary Dividend),18.56
Dividends,Data,USD,2025-07-29,ASML(USN070592100) Payment in Lieu of Dividend - Reversal (Ordinary Dividend),-18.56
Dividends,Data,USD,2025-07-29,ASML(USN070592100) Payment in Lieu of Dividend (Ordinary Dividend),18.47
Dividends,Data,USD,2025-07-31,TXN(US8825081040) Payment in Lieu of Dividend (Ordinary Dividend),43.52
Dividends,Data,USD,2025-08-01,COST(US22160K1051) Payment in Lieu of Dividend (Ordinary Dividend),16.9
Dividends,Data,USD,2025-08-08,IBM(US4592001014) Payment in Lieu of Dividend (Ordinary Dividend),42
Dividends,Data,USD,2025-08-11,AAPL(US0378331005) Payment in Lieu of Dividend (Ordinary Dividend),13.26
Dividends,Data,USD,2025-08-13,TGT(US87612E1064) Payment in Lieu of Dividend (Ordinary Dividend),104.88
Dividends,Data,USD,2025-08-14,PCAR(US6937181088) Payment in Lieu of Dividend (Ordinary Dividend),12.54
Dividends,Data,USD,2025-08-14,TJX(US8725401090) Payment in Lieu of Dividend (Ordinary Dividend),20.83
Dividends,Data,USD,2025-08-14,VMC(US9291601097) Payment in Lieu of Dividend (Ordinary Dividend),6.37
Dividends,Data,USD,2025-08-15,COR(US03073E1055) Payment in Lieu of Dividend (Ordinary Dividend),7.15
Dividends,Data,USD,2025-08-15,HLN(US4055521003) Payment in Lieu of Dividend (Ordinary Dividend),25.41
Dividends,Data,USD,2025-08-15,HLN(US4055521003) Payment in Lieu of Dividend - Reversal (Ordinary Dividend),-25.41
Dividends,Data,USD,2025-08-15,HLN(US4055521003) Payment in Lieu of Dividend (Ordinary Dividend),25.95
Dividends,Data,USD,2025-08-15,HON(US4385161066) Payment in Lieu of Dividend (Ordinary Dividend),27.12
Dividends,Data,USD,2025-08-15,LLY(US5324571083) Payment in Lieu of Dividend (Ordinary Dividend),55.5
Dividends,Data,USD,2025-08-15,SBUX(US8552441094) Payment in Lieu of Dividend (Ordinary Dividend),37.21
Dividends,Data,USD,2025-08-15,SHW(US8243481061) Payment in Lieu of Dividend (Ordinary Dividend),8.69
Dividends,Data,USD,2025-08-15,SW(IE00028FXN24) Payment in Lieu of Dividend (Ordinary Dividend),38.34
Dividends,Data,USD,2025-08-15,WMT(US9311421039) Payment in Lieu of Dividend (Ordinary Dividend),63.22
Dividends,Data,USD,2025-08-15,XOM(US30231G1022) Payment in Lieu of Dividend (Ordinary Dividend),114.84
Dividends,Data,USD,2025-08-18,CEG(US21037T1097) Payment in Lieu of Dividend (Ordinary Dividend),5.82
Dividends,Data,USD,2025-08-18,COP(US20825C1045) Payment in Lieu of Dividend (Ordinary Dividend),54.6
Dividends,Data,USD,2025-08-18,NVO(US6701002056) Payment in Lieu of Dividend (Ordinary Dividend),90.06
Dividends,Data,USD,2025-08-18,NVO(US6701002056) Payment in Lieu of Dividend - Reversal (Ordinary Dividend),-90.06
Dividends,Data,USD,2025-08-18,NVO(US6701002056) Payment in Lieu of Dividend (Ordinary Dividend),89.99
Dividends,Data,USD,2025-08-18,REGN(US75886F1075) Payment in Lieu of Dividend (Ordinary Dividend),5.28
Dividends,Data,USD,2025-08-19,CVX(US1667641005) Payment in Lieu of Dividend (Ordinary Dividend),102.6
Dividends,Data,USD,2025-08-21,AMAT(US0382221051) Payment in Lieu of Dividend (Ordinary Dividend),14.26
Dividends,Data,USD,2025-08-21,MSFT(US5949181045) Payment in Lieu of Dividend (Ordinary Dividend),102.92
Dividends,Data,USD,2025-08-26,JNJ(US4781601046) Payment in Lieu of Dividend (Ordinary Dividend),87.1
Dividends,Data,USD,2025-08-26,SPSK(US8863647025) Payment in Lieu of Dividend (Ordinary Dividend),165.38
Dividends,Data,USD,2025-08-27,EA(US2855121099) Payment in Lieu of Dividend (Ordinary Dividend),10.26
Dividends,Data,USD,2025-08-29,DD(US26614N1028) Payment in Lieu of Dividend (Ordinary Dividend),22.96
Dividends,Data,USD,2025-09-02,ADI(US0326541051) Payment in Lieu of Dividend (Ordinary Dividend),24.75
Dividends,Data,USD,2025-09-02,CTVA(US22052L1044) Payment in Lieu of Dividend (Ordinary Dividend),8.82
Dividends,Data,USD,2025-09-02,MCK(US58155Q1031) Payment in Lieu of Dividend (Ordinary Dividend),5.74
Dividends,Data,USD,2025-09-02,MLM(US5732841060) Payment in Lieu of Dividend (Ordinary Dividend),4.15
Dividends,Data,USD,2025-09-02,NKE(US6541061031) Payment in Lieu of Dividend (Ordinary Dividend),28
Dividends,Data,USD,2025-09-02,PH(US7010941042) Payment in Lieu of Dividend (Ordinary Dividend),10.8
Dividends,Data,USD,2025-09-03,SLB(AN8068571086) Payment in Lieu of Dividend (Ordinary Dividend),40.76
Dividends,Data,USD,2025-09-04,HD(US4370761029) Payment in Lieu of Dividend (Ordinary Dividend),64.4
Dividends,Data,USD,2025-09-04,LIN(IE000S9YS762) Payment in Lieu of Dividend (Ordinary Dividend),21
Dividends,Data,USD,2025-09-04,QCOM(US7475251036) Payment in Lieu of Dividend (Ordinary Dividend),37.38
Dividends,Data,USD,2025-09-05,BKNG(US09857L1089) Payment in Lieu of Dividend (Ordinary Dividend),9.6
Dividends,Data,USD,2025-09-05,KMB(US4943681035) Payment in Lieu of Dividend (Ordinary Dividend),42.84
Dividends,Data,USD,2025-09-05,TT(IE00BK9ZQ967) Payment in Lieu of Dividend (Ordinary Dividend),10.34
Dividends,Data,USD,2025-09-08,GOOG(US02079K1079) Payment in Lieu of Dividend (Ordinary Dividend),59.01
Dividends,Data,USD,2025-09-11,NVDA(US67066G1040) Payment in Lieu of Dividend (Ordinary Dividend),3.75
Dividends,Data,USD,2025-09-12,GRMN(CH0114405324) Payment in Lieu of Dividend (Ordinary Dividend),12.6
Dividends,Data,USD,2025-09-15,GILD(US3755581036) Payment in Lieu of Dividend (Ordinary Dividend),46.61
Dividends,Data,USD,2025-09-15,MRK(US58933Y1055) Payment in Lieu of Dividend (Ordinary Dividend),85.05
Dividends,Data,USD,2025-09-15,TMO(US8835561023) Payment in Lieu of Dividend (Ordinary Dividend),6.88
Dividends,Data,USD,2025-09-16,ECL(US2788651006) Payment in Lieu of Dividend (Ordinary Dividend),9.75
Dividends,Data,USD,2025-09-16,TSM(US8740391003) Payment in Lieu of Dividend (Ordinary Dividend),110.13
Dividends,Data,USD,2025-09-16,TSM(US8740391003) Payment in Lieu of Dividend - Reversal (Ordinary Dividend),-110.13
Dividends,Data,USD,2025-09-16,TSM(US8740391003) Payment in Lieu of Dividend (Ordinary Dividend),110.97
Dividends,Data,USD,2025-09-17,CRM(US79466L3024) Payment in Lieu of Dividend (Ordinary Dividend),14.14
Dividends,Data,USD,2025-09-19,VST(US92840M1027) Payment in Lieu of Dividend (Ordinary Dividend),4.52
Dividends,Data,USD,2025-09-22,AVGO(US11135F1012) Payment in Lieu of Dividend (Ordinary Dividend),93.81
Dividends,Data,USD,2025-09-22,META(US30303M1027) Payment in Lieu of Dividend (Ordinary Dividend),26.25
Dividends,Data,USD,2025-09-25,SPSK(US8863647025) Payment in Lieu of Dividend (Ordinary Dividend),165.38
Dividends,Data,USD,2025-09-26,DHR(US2358511028) Payment in Lieu of Dividend (Ordinary Dividend),9.6
Dividends,Data,USD,2025-09-26,FERG(US31488V1070) Payment in Lieu of Dividend (Ordinary Dividend),14.11
