Statement,Header,Field Name,Field Value
Statement,Data,BrokerName,Interactive Brokers Ireland Limited
Statement,Data,BrokerAddress,
Statement,Data,Title,Activity Statement
Statement,Data,Period,"July 15, 2025 - January 9, 2026"
Statement,Data,WhenGenerated,"2026-01-11, 12:07:15 EST"
Account Information,Header,Field Name,Field Value
Account Information,Data,Name,Stichting Legal Owner Keheilan Fund
Account Information,Data,Account,DUK415187
Account Information,Data,Account Type,Individual
Account Information,Data,Customer Type,Partnership
Account Information,Data,Account Capabilities,Margin
Account Information,Data,Base Currency,USD
Net Asset Value,Header,Asset Class,Prior Total,Current Long,Current Short,Current Total,Change
Open Positions,Data,Summary,Stocks,USD,NVO,206,1,61.453231883,12659.365768,58.81,12114.86,-544.505768,
Open Positions,Data,Summary,Stocks,USD,NVS,74,1,108.715257459,8044.929052,141.54,10473.96,2429.030948,
Open Positions,Data,Summary,Stocks,USD,NXPI,14,1,229.071428571,3207,241.15,3376.1,169.1,
Open Positions,Data,Summary,Stocks,USD,ORCL,144,1,197.763144708,28477.892838,198.52,28586.88,108.987162,
Open Positions,Data,Summary,Stocks,USD,ORLY,40,1,92.311126075,3692.445043,93.8,3752,59.554957,
Open Positions,Data,Summary,Stocks,USD,PANW,33,1,201.516971152,6650.060048,189.02,6237.66,-412.400048,
Open Positions,Data,Summary,Stocks,USD,PCAR,38,1,89.963893632,3418.627958,118.8,4514.4,1095.772042,
Open Positions,Data,Summary,Stocks,USD,PDD,113,1,112.133565186,12671.092866,120.55,13622.15,951.057134,
Open Positions,Data,Summary,Stocks,USD,PEP,53,1,145.648867925,7719.39,139.91,7415.23,-304.16,
Open Positions,Data,Summary,Stocks,USD,PFE,514,1,25.745,13232.93,25.48,13096.72,-136.21,
Open Positions,Data,Summary,Stocks,USD,PG,78,1,160.468069782,12516.509443,141.87,11065.86,-1450.649443,
Open Positions,Data,Summary,Stocks,USD,PH,6,1,580.780035,3484.68021,920.99,5525.94,2041.25979,
Open Positions,Data,Summary,Stocks,USD,PLTR,57,1,134.801133105,7683.664587,177.49,10116.93,2433.265413,
Open Positions,Data,Summary,Stocks,USD,PPG,65,1,101.345384615,6587.45,107.41,6981.65,394.2,
Open Positions,Data,Summary,Stocks,USD,Q,28,1,71.884410321,2012.763489,90.31,2528.68,515.916511,
Open Positions,Data,Summary,Stocks,USD,QCOM,118,1,160.525047771,18941.955637,177.78,20978.04,2036.084363,
Open Positions,Data,Summary,Stocks,USD,REGN,6,1,572.448364,3434.690184,796.55,4779.3,1344.609816,
Open Positions,Data,Summary,Stocks,USD,ROIV,155,1,21.326451613,3305.6,21.98,3406.9,101.3,
Open Positions,Data,Summary,Stocks,USD,ROP,6,1,548.704477167,3292.226863,434.81,2608.86,-683.366863,
Open Positions,Data,Summary,Stocks,USD,ROST,14,1,177.601428571,2486.42,191.44,2680.16,193.74,
Open Positions,Data,Summary,Stocks,USD,RTX,45,1,171.672222222,7725.25,188.5,8482.5,757.25,
Open Positions,Data,Summary,Stocks,USD,SAP,69,1,276.135626174,19053.358206,247.11,17050.59,-2002.768206,
Open Positions,Data,Summary,Stocks,USD,SBUX,61,1,82.749502475,5047.719651,88.88,5421.68,373.960349,
Open Positions,Data,Summary,Stocks,USD,SE,48,1,135.400833333,6499.24,133.52,6408.96,-90.28,
Open Positions,Data,Summary,Stocks,USD,SHW,11,1,339.954255727,3739.496813,353.28,3886.08,146.583187,
Open Positions,Data,Summary,Stocks,USD,SLB,173,1,35.044870728,6062.762636,45.2,7819.6,1756.837364,
Open Positions,Data,Summary,Stocks,USD,SNY,189,1,49.725291005,9398.08,49.03,9266.67,-131.41,
Open Positions,Data,Summary,Stocks,USD,SOLS,6,1,44.813769833,268.882619,53.03,318.18,49.297381,
Open Positions,Data,Summary,Stocks,USD,SPGI,17,1,497.028823529,8449.49,541.94,9212.98,763.49,
Open Positions,Data,Summary,Stocks,USD,SPSK,5168,1,17.952707214,92779.59088,18.28,94471.04,1691.44912,
Open Positions,Data,Summary,Stocks,USD,SW,89,1,40.928025955,3642.59431,42.98,3825.22,182.62569,
Open Positions,Data,Summary,Stocks,USD,SYK,17,1,368.458823529,6263.8,367.54,6248.18,-15.62,
Open Positions,Data,Summary,Stocks,USD,TER,33,1,201.50030303,6649.51,217.26,7169.58,520.07,
Open Positions,Data,Summary,Stocks,USD,TGT,92,1,100.090378543,9208.314826,105.52,9707.84,499.525174,
Open Positions,Data,Summary,Stocks,USD,TJX,43,1,124.37144307,5347.972052,157.81,6785.83,1437.857948,
Open Positions,Data,Summary,Stocks,USD,TMO,13,1,440.799785923,5730.397217,618.86,8045.18,2314.782783,
Open Positions,Data,Summary,Stocks,USD,TMUS,47,1,208.751276596,9811.31,200.56,9426.32,-384.99,
Open Positions,Data,Summary,Stocks,USD,TSLA,50,1,386.48932372,19324.466186,445.01,22250.5,2926.033814,
Open Positions,Data,Summary,Stocks,USD,TSM,140,1,234.192015264,32786.882137,323.63,45308.2,12521.317863,
Open Positions,Data,Summary,Stocks,USD,TT,11,1,356.530810091,3921.838911,381.7,4198.7,276.861089,
Open Positions,Data,Summary,Stocks,USD,TTD,201,1,42.240036851,8490.247407,37.29,7495.29,-994.957407,
Open Positions,Data,Summary,Stocks,USD,TXN,41,1,163.466425,6702.123425,190.31,7802.71,1100.586575,
Open Positions,Data,Summary,Stocks,USD,UNH,30,1,335.033333333,10051,343.98,10319.4,268.4,
Open Positions,Data,Summary,Stocks,USD,VMC,13,1,247.921681308,3222.981857,311.62,4051.06,828.078143,
Open Positions,Data,Summary,Stocks,USD,VRTX,8,1,480.718960375,3845.751683,463.86,3710.88,-134.871683,
Open Positions,Data,Summary,Stocks,USD,VSNT,11.64,1,43.037391237,500.955234,34.41,400.53,-100.425234,
Open Positions,Data,Summary,Stocks,USD,VST,20,1,119.89461355,2397.892271,166.37,3327.4,929.507729,
Open Positions,Data,Summary,Stocks,USD,VZ,211,1,41.295,8713.245,40.46,8537.06,-176.185,
Open Positions,Data,Summary,Stocks,USD,WMT,184,1,97.851492359,18004.674594,114.53,21073.52,3068.845406,
Open Positions,Data,Summary,Stocks,USD,XIACY,290,1,27.505,7976.45,24.35,7061.5,-914.95,
Open Positions,Data,Summary,Stocks,USD,XOM,124,1,106.941405339,13260.734262,124.61,15451.64,2190.905738,
Open Positions,Data,Summary,Stocks,USD,XYL,46,1,141.33173913,6501.26,139.69,6425.74,-75.52,
Open Positions,Data,Summary,Stocks,USD,ZTS,32,1,154.3283215,4938.506288,127.17,4069.44,-869.066288,
Open Positions,Total,,Stocks,USD,,,,,1451791.377545,,1695375.18,243583.802455,
Open Positions,Total,,Stocks,USD,,,,,1464358.77034016,,1707411.1347,243052.36435984,
Net Stock Position Summary,Header,Asset Category,Currency,Symbol,Description,Shares at IB,Shares Borrowed,Shares Lent,Net Shares
Net Stock Position Summary,Data,Stocks,EUR,GE,GEFRAN SPA,990,0,0,990
Net Stock Position Summary,Data,Stocks,USD,AAPL,APPLE INC,96,0,0,96
Net Stock Position Summary,Data,Stocks,USD,ABBV,ABBVIE INC,50,0,0,50
Net Stock Position Summary,Data,Stocks,USD,ABT,ABBOTT LABORATORIES .,79,0,0,79
Net Stock Position Summary,Data,Stocks,USD,ACN,ACCENTURE PLC-CL A,27,0,0,27
Net Stock Position Summary,Data,Stocks,USD,ADBE,ADOBE INC,20,0,0,20
Net Stock Position Summary,Data,Stocks,USD,ADI,ANALOG DEVICES INC,23,0,0,23
Net Stock Position Summary,Data,Stocks,USD,ADP,AUTOMATIC DATA PROCESSING,23,0,0,23
Net Stock Position Summary,Data,Stocks,USD,ALC,ALCON INC,43,0,0,43
Net Stock Position Summary,Data,Stocks,USD,ALNY,ALNYLAM PHARMACEUTICALS INC,8,0,0,8
Net Stock Position Summary,Data,Stocks,USD,AMAT,APPLIED MATERIALS INC,36,0,0,36
Net Stock Position Summary,Data,Stocks,USD,AMD,ADVANCED MICRO DEVICES,223,0,0,223
Net Stock Position Summary,Data,Stocks,USD,AMGN,AMGEN INC,23,0,0,23
Net Stock Position Summary,Data,Stocks,USD,AMZN,AMAZON.COM INC,217,0,0,217
Net Stock Position Summary,Data,Stocks,USD,ANET,ARISTA NETWORKS INC,51,0,0,51
Net Stock Position Summary,Data,Stocks,USD,APD,AIR PRODUCTS & CHEMICALS INC,15,0,0,15
Net Stock Position Summary,Data,Stocks,USD,APH,AMPHENOL CORP-CL A,52,0,0,52
Net Stock Position Summary,Data,Stocks,USD,APP,APPLOVIN CORP-CLASS A,9,0,0,9
Net Stock Position Summary,Data,Stocks,USD,ARGX,ARGENX SE - ADR,5,0,0,5
Net Stock Position Summary,Data,Stocks,USD,ARM,ARM HOLDINGS PLC-ADR,47,0,0,47
Net Stock Position Summary,Data,Stocks,USD,ASML,ASML HOLDING NV-NY REG SHS,33,0,0,33
Net Stock Position Summary,Data,Stocks,USD,AVGO,BROADCOM INC,95,0,0,95
Net Stock Position Summary,Data,Stocks,USD,AZN,ASTRAZENECA PLC-SPONS ADR,111,0,0,111
Net Stock Position Summary,Data,Stocks,USD,BA,BOEING CO/THE,166,0,0,166
Net Stock Position Summary,Data,Stocks,USD,BABA,ALIBABA GROUP HOLDING-SP ADR,146,0,0,146
Net Stock Position Summary,Data,Stocks,USD,BKNG,BOOKING HOLDINGS INC,1,0,0,1
Net Stock Position Summary,Data,Stocks,USD,BSX,BOSTON SCIENTIFIC CORP,13,0,0,13
Net Stock Position Summary,Data,Stocks,USD,BYDDY,BYD CO LTD-UNSPONSORED ADR,784,0,0,784
Net Stock Position Summary,Data,Stocks,USD,CAT,CATERPILLAR INC,13,0,0,13
Net Stock Position Summary,Data,Stocks,USD,CEG,CONSTELLATION ENERGY,15,0,0,15
Net Stock Position Summary,Data,Stocks,USD,CL,COLGATE-PALMOLIVE CO,49,0,0,49
Net Stock Position Summary,Data,Stocks,USD,CMCSA,COMCAST CORP-CLASS A,291,0,0,291
Net Stock Position Summary,Data,Stocks,USD,CMG,CHIPOTLE MEXICAN GRILL INC,64,0,0,64
Net Stock Position Summary,Data,Stocks,USD,COP,CONOCOPHILLIPS,85,0,0,85
Net Stock Position Summary,Data,Stocks,USD,COR,CENCORA INC,13,0,0,13
Net Stock Position Summary,Data,Stocks,USD,CORT,CORCEPT THERAPEUTICS INC,39,0,0,39
Net Stock Position Summary,Data,Stocks,USD,COST,COSTCO WHOLESALE CORP,14,0,0,14
Net Stock Position Summary,Data,Stocks,USD,CRM,SALESFORCE INC,40,0,0,40
Net Stock Position Summary,Data,Stocks,USD,CRWD,CROWDSTRIKE HOLDINGS INC - A,12,0,0,12
Net Stock Position Summary,Data,Stocks,USD,CSCO,CISCO SYSTEMS INC,120,0,0,120
Net Stock Position Summary,Data,Stocks,USD,CTVA,CORTEVA INC,49,0,0,49
Net Stock Position Summary,Data,Stocks,USD,CVX,CHEVRON CORP,86,0,0,86
Net Stock Position Summary,Data,Stocks,USD,DD,DUPONT DE NEMOURS INC,56,0,0,56
Net Stock Position Summary,Data,Stocks,USD,DE,DEERE & CO,14,0,0,14
Net Stock Position Summary,Data,Stocks,USD,DECK,DECKERS OUTDOOR CORP,30,0,0,30
Net Stock Position Summary,Data,Stocks,USD,DHR,DANAHER CORP,29,0,0,29
Net Stock Position Summary,Data,Stocks,USD,DXCM,DEXCOM INC,40,0,0,40
Net Stock Position Summary,Data,Stocks,USD,EA,ELECTRONIC ARTS INC,54,0,0,54
Net Stock Position Summary,Data,Stocks,USD,ECL,ECOLAB INC,15,0,0,15
Net Stock Position Summary,Data,Stocks,USD,EOG,EOG RESOURCES INC,62,0,0,62
Net Stock Position Summary,Data,Stocks,USD,ETN,EATON CORP PLC,29,0,0,29
Net Stock Position Summary,Data,Stocks,USD,FCX,FREEPORT-MCMORAN INC,118,0,0,118
Net Stock Position Summary,Data,Stocks,USD,FERG,FERGUSON ENTERPRISES INC,17,0,0,17
Net Stock Position Summary,Data,Stocks,USD,FTNT,FORTINET INC,51,0,0,51
Net Stock Position Summary,Data,Stocks,USD,GEV,GE VERNOVA INC,15,0,0,15
Net Stock Position Summary,Data,Stocks,USD,GILD,GILEAD SCIENCES INC,60,0,0,60
Net Stock Position Summary,Data,Stocks,USD,GOAU,US GLB GLD & METAL MNRS ETF,1878,0,0,1878
Net Stock Position Summary,Data,Stocks,USD,GOOG,ALPHABET INC-CL C,179,0,0,179
Net Stock Position Summary,Data,Stocks,USD,GRMN,GARMIN LTD,14,0,0,14
Net Stock Position Summary,Data,Stocks,USD,HD,HOME DEPOT INC,34,0,0,34
Net Stock Position Summary,Data,Stocks,USD,HLN,HALEON PLC-ADR,434,0,0,434
Net Stock Position Summary,Data,Stocks,USD,HON,HONEYWELL INTERNATIONAL INC,34,0,0,34
Net Stock Position Summary,Data,Stocks,USD,IBM,INTL BUSINESS MACHINES CORP,29,0,0,29
Net Stock Position Summary,Data,Stocks,USD,IFNNY,INFINEON TECHNOLOGIES-ADR,153,0,0,153
Net Stock Position Summary,Data,Stocks,USD,INFY,INFOSYS LTD-SP ADR,568,0,0,568
Net Stock Position Summary,Data,Stocks,USD,INTU,INTUIT INC,11,0,0,11
Net Stock Position Summary,Data,Stocks,USD,ISRG,INTUITIVE SURGICAL INC,11,0,0,11
Net Stock Position Summary,Data,Stocks,USD,JNJ,JOHNSON & JOHNSON,65,0,0,65
Net Stock Position Summary,Data,Stocks,USD,KLAC,KLA CORP,5,0,0,5
Net Stock Position Summary,Data,Stocks,USD,KMB,KIMBERLY-CLARK CORP,34,0,0,34
Net Stock Position Summary,Data,Stocks,USD,KO,COCA-COLA CO/THE,161,0,0,161
Net Stock Position Summary,Data,Stocks,USD,LIN,LINDE PLC,21,0,0,21
Net Stock Position Summary,Data,Stocks,USD,LLY,ELI LILLY & CO,19,0,0,19
Net Stock Position Summary,Data,Stocks,USD,LOW,LOWE'S COS INC,27,0,0,27
Net Stock Position Summary,Data,Stocks,USD,LRCX,LAM RESEARCH CORP,44,0,0,44
Net Stock Position Summary,Data,Stocks,USD,MCHP,MICROCHIP TECHNOLOGY INC,51,0,0,51
Net Stock Position Summary,Data,Stocks,USD,MCK,MCKESSON CORP,7,0,0,7
Net Stock Position Summary,Data,Stocks,USD,MDLZ,MONDELEZ INTERNATIONAL INC-A,85,0,0,85
Net Stock Position Summary,Data,Stocks,USD,MDT,MEDTRONIC PLC,64,0,0,64
Net Stock Position Summary,Data,Stocks,USD,META,META PLATFORMS INC-CLASS A,51,0,0,51
Net Stock Position Summary,Data,Stocks,USD,MLM,MARTIN MARIETTA MATERIALS,5,0,0,5
Net Stock Position Summary,Data,Stocks,USD,MPNGY,MEITUAN - UNSP ADR,261,0,0,261
Net Stock Position Summary,Data,Stocks,USD,MRK,MERCK & CO INC,89,0,0,89
Net Stock Position Summary,Data,Stocks,USD,MRVL,MARVELL TECHNOLOGY INC,134,0,0,134
Net Stock Position Summary,Data,Stocks,USD,MSFT,MICROSOFT CORP,142,0,0,142
Net Stock Position Summary,Data,Stocks,USD,MU,MICRON TECHNOLOGY INC,96,0,0,96
Net Stock Position Summary,Data,Stocks,USD,NBIX,NEUROCRINE BIOSCIENCES INC,42,0,0,42
Net Stock Position Summary,Data,Stocks,USD,NEE,NEXTERA ENERGY INC,95,0,0,95
Net Stock Position Summary,Data,Stocks,USD,NKE,NIKE INC -CL B,70,0,0,70
Net Stock Position Summary,Data,Stocks,USD,NOW,SERVICENOW INC,30,0,0,30
Net Stock Position Summary,Data,Stocks,USD,NSC,NORFOLK SOUTHERN CORP,22,0,0,22
Net Stock Position Summary,Data,Stocks,USD,NVDA,NVIDIA CORP,300,0,0,300
Net Stock Position Summary,Data,Stocks,USD,NVO,NOVO-NORDISK A/S-SPONS ADR,206,0,0,206
Net Stock Position Summary,Data,Stocks,USD,NVS,NOVARTIS AG-SPONSORED ADR,74,0,0,74
Net Stock Position Summary,Data,Stocks,USD,NXPI,NXP SEMICONDUCTORS NV,14,0,0,14
Net Stock Position Summary,Data,Stocks,USD,ORCL,ORACLE CORP,144,0,0,144
Net Stock Position Summary,Data,Stocks,USD,ORLY,O'REILLY AUTOMOTIVE INC,40,0,0,40
Net Stock Position Summary,Data,Stocks,USD,PANW,PALO ALTO NETWORKS INC,33,0,0,33
Net Stock Position Summary,Data,Stocks,USD,PCAR,PACCAR INC,38,0,0,38
Net Stock Position Summary,Data,Stocks,USD,PDD,PDD HOLDINGS INC,113,0,0,113
Net Stock Position Summary,Data,Stocks,USD,PEP,PEPSICO INC,53,0,0,53
Net Stock Position Summary,Data,Stocks,USD,PFE,PFIZER INC,514,0,0,514
Net Stock Position Summary,Data,Stocks,USD,PG,PROCTER & GAMBLE CO/THE,78,0,0,78
Net Stock Position Summary,Data,Stocks,USD,PH,PARKER HANNIFIN CORP,6,0,0,6
Net Stock Position Summary,Data,Stocks,USD,PLTR,PALANTIR TECHNOLOGIES INC-A,57,0,0,57
Net Stock Position Summary,Data,Stocks,USD,PPG,PPG INDUSTRIES INC,65,0,0,65
Net Stock Position Summary,Data,Stocks,USD,Q,QNITY ELECTRONICS INC,28,0,0,28
Net Stock Position Summary,Data,Stocks,USD,QCOM,QUALCOMM INC,118,0,0,118
Net Stock Position Summary,Data,Stocks,USD,REGN,REGENERON PHARMACEUTICALS,6,0,0,6
Net Stock Position Summary,Data,Stocks,USD,ROIV,ROIVANT SCIENCES LTD,155,0,0,155
Net Stock Position Summary,Data,Stocks,USD,ROP,ROPER TECHNOLOGIES INC,6,0,0,6
Net Stock Position Summary,Data,Stocks,USD,ROST,ROSS STORES INC,14,0,0,14
Net Stock Position Summary,Data,Stocks,USD,RTX,RTX CORP,45,0,0,45
Net Stock Position Summary,Data,Stocks,USD,SAP,SAP SE-SPONSORED ADR,69,0,0,69
Net Stock Position Summary,Data,Stocks,USD,SBUX,STARBUCKS CORP,61,0,0,61
Net Stock Position Summary,Data,Stocks,USD,SE,SEA LTD-ADR,48,0,0,48
Net Stock Position Summary,Data,Stocks,USD,SHW,SHERWIN-WILLIAMS CO/THE,11,0,0,11
Net Stock Position Summary,Data,Stocks,USD,SLB,SLB LTD,173,0,0,173
Net Stock Position Summary,Data,Stocks,USD,SNY,SANOFI-ADR,189,0,0,189
Net Stock Position Summary,Data,Stocks,USD,SOLS,SOLSTICE ADV MATERIALS INC,6,0,0,6
Net Stock Position Summary,Data,Stocks,USD,SPGI,S&P GLOBAL INC,17,0,0,17
Net Stock Position Summary,Data,Stocks,USD,SPSK,SP FUNDS DOW JONES GLOBAL SU,5168,0,0,5168
Net Stock Position Summary,Data,Stocks,USD,SW,SMURFIT WESTROCK PLC,89,0,0,89
Net Stock Position Summary,Data,Stocks,USD,SYK,STRYKER CORP,17,0,0,17
Net Stock Position Summary,Data,Stocks,USD,TER,TERADYNE INC,33,0,0,33
Net Stock Position Summary,Data,Stocks,USD,TGT,TARGET CORP,92,0,0,92
Net Stock Position Summary,Data,Stocks,USD,TJX,TJX COMPANIES INC,43,0,0,43
Net Stock Position Summary,Data,Stocks,USD,TMO,THERMO FISHER SCIENTIFIC INC,13,0,0,13
Net Stock Position Summary,Data,Stocks,USD,TMUS,T-MOBILE US INC,47,0,0,47
Net Stock Position Summary,Data,Stocks,USD,TSLA,TESLA INC,50,0,0,50
Net Stock Position Summary,Data,Stocks,USD,TSM,TAIWAN SEMICONDUCTOR-SP ADR,140,0,0,140
Net Stock Position Summary,Data,Stocks,USD,TT,TRANE TECHNOLOGIES PLC,11,0,0,11
Net Stock Position Summary,Data,Stocks,USD,TTD,TRADE DESK INC/THE -CLASS A,201,0,0,201
Net Stock Position Summary,Data,Stocks,USD,TXN,TEXAS INSTRUMENTS INC,41,0,0,41
Net Stock Position Summary,Data,Stocks,USD,UNH,UNITEDHEALTH GROUP INC,30,0,0,30
Net Stock Position Summary,Data,Stocks,USD,VMC,VULCAN MATERIALS CO,13,0,0,13
Net Stock Position Summary,Data,Stocks,USD,VRTX,VERTEX PHARMACEUTICALS INC,8,0,0,8
Net Stock Position Summary,Data,Stocks,USD,VSNT,VERSANT MEDIA GROUP INC,11.64,0,0,11.64
Net Stock Position Summary,Data,Stocks,USD,VST,VISTRA CORP,20,0,0,20
Net Stock Position Summary,Data,Stocks,USD,VZ,VERIZON COMMUNICATIONS INC,211,0,0,211
Net Stock Position Summary,Data,Stocks,USD,WMT,WALMART INC,184,0,0,184
Net Stock Position Summary,Data,Stocks,USD,XIACY,XIAOMI CORP - UNSP ADR,290,0,0,290
Net Stock Position Summary,Data,Stocks,USD,XOM,EXXON MOBIL CORP,124,0,0,124
Net Stock Position Summary,Data,Stocks,USD,XYL,XYLEM INC,46,0,0,46
Net Stock Position Summary,Data,Stocks,USD,ZTS,ZOETIS INC,32,0,0,32
Trades,Header,DataDiscriminator,Asset Category,Currency,Symbol,Date/Time,Quantity,T. Price,C. Price,Proceeds,Comm/Fee,Basis,Realized P/L,MTM P/L,Code
Trades,Data,Order,Stocks,EUR,GF7,"2025-12-05, 07:43:56",972,10.9,10.55,-10594.8,-5.2974,10600.0974,0,-340.2,O
Trades,Data,Order,Stocks,EUR,GF7,"2025-12-05, 08:41:51",3,10.9,10.55,-32.7,-3,35.7,0,-1.05,O
Trades,Data,Order,Stocks,EUR,GF7,"2025-12-05, 08:52:03",15,10.9,10.55,-163.5,-3,166.5,0,-5.25,O
Trades,SubTotal,,Stocks,EUR,GF7,,990,,,-10791,-11.2974,10802.2974,0,-346.5,
Trades,Total,,Stocks,EUR,,,,,,-10791,-11.2974,10802.2974,0,-346.5, 
Trades,Total,,Stocks,USD,,,,,,-12563.9613,-13.15356282,12577.11486282,0,-403.42995, 
Trades,Data,Order,Stocks,USD,AAPL,"2025-12-05, 09:30:19",45,280.54,278.78,-12624.3,-1,12625.3,0,-79.2,O
Trades,SubTotal,,Stocks,USD,AAPL,,45,,,-12624.3,-1,12625.3,0,-79.2,
Trades,Data,Order,Stocks,USD,ABBV,"2025-12-05, 09:30:25",-1,228.7,226.08,228.7,-1.000166,-188.020868,39.678966,2.62,C
Trades,SubTotal,,Stocks,USD,ABBV,,-1,,,228.7,-1.000166,-188.020868,39.678966,2.62,
Trades,Data,Order,Stocks,USD,ABT,"2025-12-05, 09:30:43",18,125.79,125.08,-2264.22,-1,2265.22,0,-12.78,O
Trades,SubTotal,,Stocks,USD,ABT,,18,,,-2264.22,-1,2265.22,0,-12.78,
Trades,Data,Order,Stocks,USD,ACN,"2025-12-05, 09:30:22",3,269.24,266.59,-807.72,-1,808.72,0,-7.95,O
Trades,SubTotal,,Stocks,USD,ACN,,3,,,-807.72,-1,808.72,0,-7.95,
Trades,Data,Order,Stocks,USD,ADBE,"2025-12-05, 09:30:34",5,333.1,346.26,-1665.5,-1,1666.5,0,65.8,O
Trades,SubTotal,,Stocks,USD,ADBE,,5,,,-1665.5,-1,1666.5,0,65.8,
Trades,Data,Order,Stocks,USD,ADI,"2025-12-05, 09:30:15",-2,278.33,281.29,556.66,-1.000332,-354.249035,201.410633,-5.92,C
Trades,SubTotal,,Stocks,USD,ADI,,-2,,,556.66,-1.000332,-354.249035,201.410633,-5.92,
Trades,Data,Order,Stocks,USD,ADP,"2025-12-05, 09:30:18",23,260.25,261.63,-5985.75,-1,5986.75,0,31.74,O
Trades,SubTotal,,Stocks,USD,ADP,,23,,,-5985.75,-1,5986.75,0,31.74,
Trades,Data,Order,Stocks,USD,AMAT,"2025-12-05, 09:30:28",5,271,268,-1355,-1,1356,0,-15,O
Trades,SubTotal,,Stocks,USD,AMAT,,5,,,-1355,-1,1356,0,-15,
Trades,Data,Order,Stocks,USD,AMD,"2025-12-05, 09:30:14",80,218.05,217.97,-17444,-1,17445,0,-6.4,O
Trades,SubTotal,,Stocks,USD,AMD,,80,,,-17444,-1,17445,0,-6.4,
Trades,Data,Order,Stocks,USD,AMGN,"2025-12-05, 09:30:17",23,341.65,329.89,-7857.95,-1,7858.95,0,-270.48,O
Trades,SubTotal,,Stocks,USD,AMGN,,23,,,-7857.95,-1,7858.95,0,-270.48,
Trades,Data,Order,Stocks,USD,AMZN,"2025-12-05, 09:30:04",-45,230.27,229.53,10362.15,-1.00747,-8347.068475,2014.074055,33.3,C
Trades,SubTotal,,Stocks,USD,AMZN,,-45,,,10362.15,-1.00747,-8347.068475,2014.074055,33.3,
Trades,Data,Order,Stocks,USD,ANET,"2025-12-05, 09:30:21",51,128.47,128.59,-6551.97,-1,6552.97,0,6.12,O
Trades,SubTotal,,Stocks,USD,ANET,,51,,,-6551.97,-1,6552.97,0,6.12,
Trades,Data,Order,Stocks,USD,APH,"2025-12-05, 09:30:16",52,139.89,139.36,-7274.28,-1,7275.28,0,-27.56,O
Trades,SubTotal,,Stocks,USD,APH,,52,,,-7274.28,-1,7275.28,0,-27.56,
Trades,Data,Order,Stocks,USD,APP,"2025-12-05, 09:30:08",9,691.74,691.94,-6225.66,-1,6226.66,0,1.8,O
Trades,SubTotal,,Stocks,USD,APP,,9,,,-6225.66,-1,6226.66,0,1.8,
Trades,Data,Order,Stocks,USD,ARM,"2025-12-05, 09:30:35",47,144.25,141.31,-6779.75,-1,6780.75,0,-138.18,O
Trades,SubTotal,,Stocks,USD,ARM,,47,,,-6779.75,-1,6780.75,0,-138.18,
Trades,Data,Order,Stocks,USD,ASML,"2025-12-05, 09:30:16",23,1122.18,1099.47,-25810.14,-1,25811.14,0,-522.33,O
Trades,SubTotal,,Stocks,USD,ASML,,23,,,-25810.14,-1,25811.14,0,-522.33,
Trades,Data,Order,Stocks,USD,AVGO,"2025-12-05, 09:30:14",-64,387.21,390.24,24781.44,-1.010624,-10797.362944,13983.066432,-193.92,C
Trades,SubTotal,,Stocks,USD,AVGO,,-64,,,24781.44,-1.010624,-10797.362944,13983.066432,-193.92,
Trades,Data,Order,Stocks,USD,AZN,"2025-12-05, 09:30:03",111,90.75,90.18,-10073.25,-1,10074.25,0,-63.27,O
Trades,SubTotal,,Stocks,USD,AZN,,111,,,-10073.25,-1,10074.25,0,-63.27,
Trades,Data,Order,Stocks,USD,BA,"2025-12-05, 09:30:29",166,201.5,201.89,-33449,-1,33450,0,64.74,O
Trades,SubTotal,,Stocks,USD,BA,,166,,,-33449,-1,33450,0,64.74,
Trades,Data,Order,Stocks,USD,BABA,"2025-12-05, 09:31:06",146,159.3,158.32,-23257.8,-1,23258.8,0,-143.08,O;P
Trades,SubTotal,,Stocks,USD,BABA,,146,,,-23257.8,-1,23258.8,0,-143.08,
Trades,Data,Order,Stocks,USD,BSX,"2025-12-05, 09:30:07",13,98.12,97.52,-1275.56,-1,1276.56,0,-7.8,O
Trades,SubTotal,,Stocks,USD,BSX,,13,,,-1275.56,-1,1276.56,0,-7.8,
Trades,Data,Order,Stocks,USD,BYDDY,"2025-12-05, 09:30:03",88,12.71,12.6,-1118.48,-1,1119.48,0,-9.68,O
Trades,SubTotal,,Stocks,USD,BYDDY,,88,,,-1118.48,-1,1119.48,0,-9.68,
Trades,Data,Order,Stocks,USD,CAT,"2025-12-05, 09:30:16",13,604.33,603.17,-7856.29,-1,7857.29,0,-15.08,O
Trades,SubTotal,,Stocks,USD,CAT,,13,,,-7856.29,-1,7857.29,0,-15.08,
Trades,Data,Order,Stocks,USD,CMCSA,"2025-12-05, 09:30:30",291,27.29,27.31,-7941.39,-1.455,7942.845,0,5.82,O;P
Trades,SubTotal,,Stocks,USD,CMCSA,,291,,,-7941.39,-1.455,7942.845,0,5.82,
Trades,Data,Order,Stocks,USD,COP,"2025-12-05, 09:30:16",15,92.84,93.69,-1392.6,-1,1393.6,0,12.75,O
Trades,SubTotal,,Stocks,USD,COP,,15,,,-1392.6,-1,1393.6,0,12.75,
Trades,Data,Order,Stocks,USD,CORT,"2025-12-05, 09:30:26",39,86,86.105,-3354,-1,3355,0,4.095,O
